datetime,hour,day_of_week,is_holiday,traffic_volume
2023-03-18 20:00:00,20,5,0,831
2023-03-18 21:00:00,21,5,0,741
2023-03-18 22:00:00,22,5,0,1164
2023-03-18 23:00:00,23,5,0,1064
2023-03-19 00:00:00,0,6,0,1354
2023-03-19 01:00:00,1,6,0,1506
2023-03-19 02:00:00,2,6,0,1583
2023-03-19 03:00:00,3,6,0,1700
2023-03-19 04:00:00,4,6,0,1867
2023-03-19 05:00:00,5,6,0,1703
2023-03-19 06:00:00,6,6,0,1816
2023-03-19 07:00:00,7,6,0,1760
2023-03-19 08:00:00,8,6,0,1549
2023-03-19 09:00:00,9,6,0,1682
2023-03-19 10:00:00,10,6,0,1675
2023-03-19 11:00:00,11,6,0,1567
2023-03-19 12:00:00,12,6,0,1485
2023-03-19 13:00:00,13,6,0,993
2023-03-19 14:00:00,14,6,0,1212
2023-03-19 15:00:00,15,6,0,964
2023-03-19 16:00:00,16,6,1,727
2023-03-19 17:00:00,17,6,0,777
2023-03-19 18:00:00,18,6,0,746
2023-03-19 19:00:00,19,6,0,695
2023-03-19 20:00:00,20,6,0,944
2023-03-19 21:00:00,21,6,0,997
2023-03-19 22:00:00,22,6,0,938
2023-03-19 23:00:00,23,6,0,954
2023-03-20 00:00:00,0,0,0,1741
2023-03-20 01:00:00,1,0,0,1882
2023-03-20 02:00:00,2,0,0,1851
2023-03-20 03:00:00,3,0,0,1934
2023-03-20 04:00:00,4,0,0,2198
2023-03-20 05:00:00,5,0,0,2368
2023-03-20 06:00:00,6,0,0,2150
2023-03-20 07:00:00,7,0,0,2094
2023-03-20 08:00:00,8,0,0,2162
2023-03-20 09:00:00,9,0,0,2117
2023-03-20 10:00:00,10,0,0,1913
2023-03-20 11:00:00,11,0,0,2031
2023-03-20 12:00:00,12,0,0,1790
2023-03-20 13:00:00,13,0,0,1532
2023-03-20 14:00:00,14,0,0,1290
2023-03-20 15:00:00,15,0,0,1478
2023-03-20 16:00:00,16,0,0,1386
2023-03-20 17:00:00,17,0,1,886
2023-03-20 18:00:00,18,0,0,1235
2023-03-20 19:00:00,19,0,0,1201
2023-03-20 20:00:00,20,0,0,1319
2023-03-20 21:00:00,21,0,0,1243
2023-03-20 22:00:00,22,0,0,1333
2023-03-20 23:00:00,23,0,0,1651
2023-03-21 00:00:00,0,1,0,1793
2023-03-21 01:00:00,1,1,0,1780
2023-03-21 02:00:00,2,1,0,1875
2023-03-21 03:00:00,3,1,0,2168
2023-03-21 04:00:00,4,1,0,2061
2023-03-21 05:00:00,5,1,0,2188
2023-03-21 06:00:00,6,1,0,2192
2023-03-21 07:00:00,7,1,0,2036
2023-03-21 08:00:00,8,1,0,2152
2023-03-21 09:00:00,9,1,0,2062
2023-03-21 10:00:00,10,1,0,1986
2023-03-21 11:00:00,11,1,0,1845
2023-03-21 12:00:00,12,1,0,1913
2023-03-21 13:00:00,13,1,0,1686
2023-03-21 14:00:00,14,1,0,1453
2023-03-21 15:00:00,15,1,0,1359
2023-03-21 16:00:00,16,1,1,1143
2023-03-21 17:00:00,17,1,0,1303
2023-03-21 18:00:00,18,1,0,1077
2023-03-21 19:00:00,19,1,0,1311
2023-03-21 20:00:00,20,1,0,1391
2023-03-21 21:00:00,21,1,0,1508
2023-03-21 22:00:00,22,1,0,1409
2023-03-21 23:00:00,23,1,0,1523
2023-03-22 00:00:00,0,2,0,1605
2023-03-22 01:00:00,1,2,0,1860
2023-03-22 02:00:00,2,2,0,2023
2023-03-22 03:00:00,3,2,0,2002
2023-03-22 04:00:00,4,2,0,2118
2023-03-22 05:00:00,5,2,0,1977
2023-03-22 06:00:00,6,2,0,2350
2023-03-22 07:00:00,7,2,0,2026
2023-03-22 08:00:00,8,2,0,2170
2023-03-22 09:00:00,9,2,0,2077
2023-03-22 10:00:00,10,2,0,1954
2023-03-22 11:00:00,11,2,0,1836
2023-03-22 12:00:00,12,2,0,1598
2023-03-22 13:00:00,13,2,0,1537
2023-03-22 14:00:00,14,2,0,1546
2023-03-22 15:00:00,15,2,0,1472
2023-03-22 16:00:00,16,2,0,1224
2023-03-22 17:00:00,17,2,0,1060
2023-03-22 18:00:00,18,2,0,1122
2023-03-22 19:00:00,19,2,0,1402
2023-03-22 20:00:00,20,2,0,1195
2023-03-22 21:00:00,21,2,0,1336
2023-03-22 22:00:00,22,2,0,1591
2023-03-22 23:00:00,23,2,0,1517
2023-03-23 00:00:00,0,3,0,1683
2023-03-23 01:00:00,1,3,0,1908
2023-03-23 02:00:00,2,3,0,2121
2023-03-23 03:00:00,3,3,0,1988
2023-03-23 04:00:00,4,3,0,2272
2023-03-23 05:00:00,5,3,0,2154
2023-03-23 06:00:00,6,3,0,2111
2023-03-23 07:00:00,7,3,0,2207
2023-03-23 08:00:00,8,3,0,2017
2023-03-23 09:00:00,9,3,0,2100
2023-03-23 10:00:00,10,3,1,1964
2023-03-23 11:00:00,11,3,0,1939
2023-03-23 12:00:00,12,3,0,1689
2023-03-23 13:00:00,13,3,0,1675
2023-03-23 14:00:00,14,3,0,1356
2023-03-23 15:00:00,15,3,0,1270
2023-03-23 16:00:00,16,3,0,1259
2023-03-23 17:00:00,17,3,0,1225
2023-03-23 18:00:00,18,3,0,1070
2023-03-23 19:00:00,19,3,0,1186
2023-03-23 20:00:00,20,3,0,1252
2023-03-23 21:00:00,21,3,0,1500
2023-03-23 22:00:00,22,3,0,1320
2023-03-23 23:00:00,23,3,0,1431
2023-03-24 00:00:00,0,4,0,1717
2023-03-24 01:00:00,1,4,0,1944
2023-03-24 02:00:00,2,4,0,2005
2023-03-24 03:00:00,3,4,0,2083
2023-03-24 04:00:00,4,4,0,2104
2023-03-24 05:00:00,5,4,0,2250
2023-03-24 06:00:00,6,4,0,2282
2023-03-24 07:00:00,7,4,0,2157
2023-03-24 08:00:00,8,4,0,2038
2023-03-24 09:00:00,9,4,0,1959
2023-03-24 10:00:00,10,4,0,2037
2023-03-24 11:00:00,11,4,0,1674
2023-03-24 12:00:00,12,4,0,1867
2023-03-24 13:00:00,13,4,0,1524
2023-03-24 14:00:00,14,4,0,1480
2023-03-24 15:00:00,15,4,0,1416
2023-03-24 16:00:00,16,4,0,1198
2023-03-24 17:00:00,17,4,0,1171
2023-03-24 18:00:00,18,4,0,1213
2023-03-24 19:00:00,19,4,0,1131
2023-03-24 20:00:00,20,4,0,1160
2023-03-24 21:00:00,21,4,0,1248
2023-03-24 22:00:00,22,4,0,1570
2023-03-24 23:00:00,23,4,0,1610
2023-03-25 00:00:00,0,5,0,1220
2023-03-25 01:00:00,1,5,0,1516
2023-03-25 02:00:00,2,5,0,1476
2023-03-25 03:00:00,3,5,0,1458
2023-03-25 04:00:00,4,5,0,1802
2023-03-25 05:00:00,5,5,0,1947
2023-03-25 06:00:00,6,5,0,1855
2023-03-25 07:00:00,7,5,0,1594
2023-03-25 08:00:00,8,5,0,1730
2023-03-25 09:00:00,9,5,0,1626
2023-03-25 10:00:00,10,5,0,1587
2023-03-25 11:00:00,11,5,0,1344
2023-03-25 12:00:00,12,5,0,1266
2023-03-25 13:00:00,13,5,0,1028
2023-03-25 14:00:00,14,5,0,1072
2023-03-25 15:00:00,15,5,0,808
2023-03-25 16:00:00,16,5,0,910
2023-03-25 17:00:00,17,5,0,741
2023-03-25 18:00:00,18,5,0,485
2023-03-25 19:00:00,19,5,0,896
2023-03-25 20:00:00,20,5,0,916
2023-03-25 21:00:00,21,5,0,1081
2023-03-25 22:00:00,22,5,0,840
2023-03-25 23:00:00,23,5,0,1105
2023-03-26 00:00:00,0,6,0,1313
2023-03-26 01:00:00,1,6,0,1486
2023-03-26 02:00:00,2,6,0,1403
2023-03-26 03:00:00,3,6,0,1696
2023-03-26 04:00:00,4,6,0,1675
2023-03-26 05:00:00,5,6,0,1597
2023-03-26 06:00:00,6,6,0,1724
2023-03-26 07:00:00,7,6,0,1834
2023-03-26 08:00:00,8,6,0,1551
2023-03-26 09:00:00,9,6,0,1717
2023-03-26 10:00:00,10,6,0,1578
2023-03-26 11:00:00,11,6,1,1104
2023-03-26 12:00:00,12,6,0,1136
2023-03-26 13:00:00,13,6,0,1015
2023-03-26 14:00:00,14,6,0,1010
2023-03-26 15:00:00,15,6,0,833
2023-03-26 16:00:00,16,6,0,833
2023-03-26 17:00:00,17,6,1,607
2023-03-26 18:00:00,18,6,0,772
2023-03-26 19:00:00,19,6,0,786
2023-03-26 20:00:00,20,6,0,837
2023-03-26 21:00:00,21,6,0,1047
2023-03-26 22:00:00,22,6,0,1179
2023-03-26 23:00:00,23,6,0,1212
2023-03-27 00:00:00,0,0,0,1713
2023-03-27 01:00:00,1,0,0,1852
2023-03-27 02:00:00,2,0,0,2092
2023-03-27 03:00:00,3,0,0,2101
2023-03-27 04:00:00,4,0,0,2285
2023-03-27 05:00:00,5,0,0,2141
2023-03-27 06:00:00,6,0,0,2066
2023-03-27 07:00:00,7,0,0,2116
2023-03-27 08:00:00,8,0,0,2076
2023-03-27 09:00:00,9,0,0,2214
2023-03-27 10:00:00,10,0,0,2023
2023-03-27 11:00:00,11,0,0,1765
2023-03-27 12:00:00,12,0,0,1780
2023-03-27 13:00:00,13,0,0,1557
2023-03-27 14:00:00,14,0,0,1613
2023-03-27 15:00:00,15,0,0,1313
2023-03-27 16:00:00,16,0,0,1113
2023-03-27 17:00:00,17,0,0,1198
2023-03-27 18:00:00,18,0,0,1166
2023-03-27 19:00:00,19,0,0,1082
2023-03-27 20:00:00,20,0,0,1325
2023-03-27 21:00:00,21,0,0,1488
2023-03-27 22:00:00,22,0,0,1337
2023-03-27 23:00:00,23,0,0,1667
2023-03-28 00:00:00,0,1,0,1639
2023-03-28 01:00:00,1,1,0,1826
2023-03-28 02:00:00,2,1,0,1937
2023-03-28 03:00:00,3,1,0,2051
2023-03-28 04:00:00,4,1,0,2180
2023-03-28 05:00:00,5,1,0,2080
2023-03-28 06:00:00,6,1,0,2329
2023-03-28 07:00:00,7,1,0,2233
2023-03-28 08:00:00,8,1,0,2216
2023-03-28 09:00:00,9,1,0,1975
2023-03-28 10:00:00,10,1,0,1838
2023-03-28 11:00:00,11,1,0,1947
2023-03-28 12:00:00,12,1,0,1584
2023-03-28 13:00:00,13,1,0,1585
2023-03-28 14:00:00,14,1,1,1251
2023-03-28 15:00:00,15,1,0,1333
2023-03-28 16:00:00,16,1,0,1383
2023-03-28 17:00:00,17,1,0,1189
2023-03-28 18:00:00,18,1,0,1072
2023-03-28 19:00:00,19,1,0,1254
2023-03-28 20:00:00,20,1,0,1286
2023-03-28 21:00:00,21,1,0,1615
2023-03-28 22:00:00,22,1,0,1355
2023-03-28 23:00:00,23,1,0,1545
2023-03-29 00:00:00,0,2,0,1626
2023-03-29 01:00:00,1,2,0,1815
2023-03-29 02:00:00,2,2,0,1931
2023-03-29 03:00:00,3,2,0,1966
2023-03-29 04:00:00,4,2,0,2179
2023-03-29 05:00:00,5,2,0,2161
2023-03-29 06:00:00,6,2,0,2334
2023-03-29 07:00:00,7,2,0,2118
2023-03-29 08:00:00,8,2,0,2319
2023-03-29 09:00:00,9,2,0,2081
2023-03-29 10:00:00,10,2,0,2077
2023-03-29 11:00:00,11,2,0,1840
2023-03-29 12:00:00,12,2,0,1621
2023-03-29 13:00:00,13,2,0,1544
2023-03-29 14:00:00,14,2,0,1311
2023-03-29 15:00:00,15,2,0,1335
2023-03-29 16:00:00,16,2,0,1284
2023-03-29 17:00:00,17,2,0,1221
2023-03-29 18:00:00,18,2,0,1333
2023-03-29 19:00:00,19,2,0,1202
2023-03-29 20:00:00,20,2,0,1077
2023-03-29 21:00:00,21,2,1,1400
2023-03-29 22:00:00,22,2,0,1380
2023-03-29 23:00:00,23,2,0,1667
2023-03-30 00:00:00,0,3,0,1549
2023-03-30 01:00:00,1,3,0,1853
2023-03-30 02:00:00,2,3,0,1870
2023-03-30 03:00:00,3,3,0,1771
2023-03-30 04:00:00,4,3,0,2104
2023-03-30 05:00:00,5,3,0,2177
2023-03-30 06:00:00,6,3,0,2178
2023-03-30 07:00:00,7,3,0,2207
2023-03-30 08:00:00,8,3,0,2106
2023-03-30 09:00:00,9,3,0,2060
2023-03-30 10:00:00,10,3,0,1967
2023-03-30 11:00:00,11,3,0,1825
2023-03-30 12:00:00,12,3,1,1382
2023-03-30 13:00:00,13,3,0,1481
2023-03-30 14:00:00,14,3,0,1509
2023-03-30 15:00:00,15,3,0,1318
2023-03-30 16:00:00,16,3,0,1230
2023-03-30 17:00:00,17,3,0,1268
2023-03-30 18:00:00,18,3,0,1221
2023-03-30 19:00:00,19,3,0,1147
2023-03-30 20:00:00,20,3,0,1392
2023-03-30 21:00:00,21,3,0,1227
2023-03-30 22:00:00,22,3,0,1346
2023-03-30 23:00:00,23,3,0,1637
2023-03-31 00:00:00,0,4,0,1875
2023-03-31 01:00:00,1,4,0,1771
2023-03-31 02:00:00,2,4,0,1991
2023-03-31 03:00:00,3,4,0,1934
2023-03-31 04:00:00,4,4,0,2040
2023-03-31 05:00:00,5,4,0,2296
2023-03-31 06:00:00,6,4,0,2236
2023-03-31 07:00:00,7,4,0,2299
2023-03-31 08:00:00,8,4,0,2241
2023-03-31 09:00:00,9,4,0,1844
2023-03-31 10:00:00,10,4,0,1830
2023-03-31 11:00:00,11,4,0,1856
2023-03-31 12:00:00,12,4,0,1530
2023-03-31 13:00:00,13,4,0,1465
2023-03-31 14:00:00,14,4,0,1592
2023-03-31 15:00:00,15,4,0,1292
2023-03-31 16:00:00,16,4,0,1338
2023-03-31 17:00:00,17,4,0,1214
2023-03-31 18:00:00,18,4,0,1132
2023-03-31 19:00:00,19,4,0,1050
2023-03-31 20:00:00,20,4,0,1290
2023-03-31 21:00:00,21,4,0,1491
2023-03-31 22:00:00,22,4,0,1384
2023-03-31 23:00:00,23,4,0,1577
2023-04-01 00:00:00,0,5,0,1148
2023-04-01 01:00:00,1,5,0,1362
2023-04-01 02:00:00,2,5,0,1584
2023-04-01 03:00:00,3,5,0,1727
2023-04-01 04:00:00,4,5,0,1788
2023-04-01 05:00:00,5,5,1,1279
2023-04-01 06:00:00,6,5,0,1754
2023-04-01 07:00:00,7,5,0,1686
2023-04-01 08:00:00,8,5,0,1702
2023-04-01 09:00:00,9,5,0,1642
2023-04-01 10:00:00,10,5,0,1656
2023-04-01 11:00:00,11,5,0,1458
2023-04-01 12:00:00,12,5,0,1441
2023-04-01 13:00:00,13,5,0,1100
2023-04-01 14:00:00,14,5,0,908
2023-04-01 15:00:00,15,5,0,1091
2023-04-01 16:00:00,16,5,0,910
2023-04-01 17:00:00,17,5,0,742
2023-04-01 18:00:00,18,5,0,843
2023-04-01 19:00:00,19,5,0,900
2023-04-01 20:00:00,20,5,0,878
2023-04-01 21:00:00,21,5,0,873
2023-04-01 22:00:00,22,5,0,1005
2023-04-01 23:00:00,23,5,0,1199
2023-04-02 00:00:00,0,6,0,1319
2023-04-02 01:00:00,1,6,0,1550
2023-04-02 02:00:00,2,6,0,1522
2023-04-02 03:00:00,3,6,0,1557
2023-04-02 04:00:00,4,6,0,1990
2023-04-02 05:00:00,5,6,0,1800
2023-04-02 06:00:00,6,6,0,1883
2023-04-02 07:00:00,7,6,0,1835
2023-04-02 08:00:00,8,6,0,1751
2023-04-02 09:00:00,9,6,0,1630
2023-04-02 10:00:00,10,6,0,1269
2023-04-02 11:00:00,11,6,0,1323
2023-04-02 12:00:00,12,6,0,1332
2023-04-02 13:00:00,13,6,0,898
2023-04-02 14:00:00,14,6,0,1057
2023-04-02 15:00:00,15,6,0,1012
2023-04-02 16:00:00,16,6,1,650
2023-04-02 17:00:00,17,6,0,876
2023-04-02 18:00:00,18,6,0,895
2023-04-02 19:00:00,19,6,0,977
2023-04-02 20:00:00,20,6,0,976
2023-04-02 21:00:00,21,6,0,966
2023-04-02 22:00:00,22,6,0,1036
2023-04-02 23:00:00,23,6,0,1182
2023-04-03 00:00:00,0,0,0,1672
2023-04-03 01:00:00,1,0,0,1941
2023-04-03 02:00:00,2,0,0,2007
2023-04-03 03:00:00,3,0,0,2015
2023-04-03 04:00:00,4,0,0,2265
2023-04-03 05:00:00,5,0,0,2153
2023-04-03 06:00:00,6,0,0,2105
2023-04-03 07:00:00,7,0,0,2181
2023-04-03 08:00:00,8,0,0,2050
2023-04-03 09:00:00,9,0,0,2147
2023-04-03 10:00:00,10,0,0,1865
2023-04-03 11:00:00,11,0,0,1817
2023-04-03 12:00:00,12,0,0,1793
2023-04-03 13:00:00,13,0,0,1499
2023-04-03 14:00:00,14,0,0,1491
2023-04-03 15:00:00,15,0,0,1249
2023-04-03 16:00:00,16,0,0,1291
2023-04-03 17:00:00,17,0,0,1273
2023-04-03 18:00:00,18,0,0,1195
2023-04-03 19:00:00,19,0,0,1220
2023-04-03 20:00:00,20,0,0,1311
2023-04-03 21:00:00,21,0,0,1318
2023-04-03 22:00:00,22,0,0,1538
2023-04-03 23:00:00,23,0,0,1707
2023-04-04 00:00:00,0,1,0,1607
2023-04-04 01:00:00,1,1,0,2006
2023-04-04 02:00:00,2,1,0,1919
2023-04-04 03:00:00,3,1,0,2252
2023-04-04 04:00:00,4,1,0,2104
2023-04-04 05:00:00,5,1,0,2253
2023-04-04 06:00:00,6,1,0,2270
2023-04-04 07:00:00,7,1,0,2144
2023-04-04 08:00:00,8,1,0,2140
2023-04-04 09:00:00,9,1,0,2197
2023-04-04 10:00:00,10,1,0,1917
2023-04-04 11:00:00,11,1,1,1487
2023-04-04 12:00:00,12,1,0,1584
2023-04-04 13:00:00,13,1,0,1727
2023-04-04 14:00:00,14,1,0,1401
2023-04-04 15:00:00,15,1,0,1466
2023-04-04 16:00:00,16,1,0,1206
2023-04-04 17:00:00,17,1,0,1333
2023-04-04 18:00:00,18,1,0,1280
2023-04-04 19:00:00,19,1,0,1194
2023-04-04 20:00:00,20,1,0,1193
2023-04-04 21:00:00,21,1,0,1281
2023-04-04 22:00:00,22,1,0,1383
2023-04-04 23:00:00,23,1,0,1677
2023-04-05 00:00:00,0,2,0,1716
2023-04-05 01:00:00,1,2,0,1717
2023-04-05 02:00:00,2,2,0,1924
2023-04-05 03:00:00,3,2,0,2040
2023-04-05 04:00:00,4,2,0,1919
2023-04-05 05:00:00,5,2,0,2163
2023-04-05 06:00:00,6,2,0,2272
2023-04-05 07:00:00,7,2,0,2169
2023-04-05 08:00:00,8,2,0,2158
2023-04-05 09:00:00,9,2,0,2102
2023-04-05 10:00:00,10,2,0,1915
2023-04-05 11:00:00,11,2,0,1902
2023-04-05 12:00:00,12,2,0,1845
2023-04-05 13:00:00,13,2,0,1418
2023-04-05 14:00:00,14,2,0,1415
2023-04-05 15:00:00,15,2,0,1579
2023-04-05 16:00:00,16,2,0,1284
2023-04-05 17:00:00,17,2,0,1213
2023-04-05 18:00:00,18,2,0,1174
2023-04-05 19:00:00,19,2,0,1344
2023-04-05 20:00:00,20,2,0,1173
2023-04-05 21:00:00,21,2,0,1439
2023-04-05 22:00:00,22,2,0,1422
2023-04-05 23:00:00,23,2,0,1495
2023-04-06 00:00:00,0,3,0,1676
2023-04-06 01:00:00,1,3,0,1824
2023-04-06 02:00:00,2,3,0,1900
2023-04-06 03:00:00,3,3,0,2164
2023-04-06 04:00:00,4,3,0,2058
2023-04-06 05:00:00,5,3,0,2196
2023-04-06 06:00:00,6,3,1,1953
2023-04-06 07:00:00,7,3,0,2195
2023-04-06 08:00:00,8,3,0,2210
2023-04-06 09:00:00,9,3,0,2010
2023-04-06 10:00:00,10,3,0,2012
2023-04-06 11:00:00,11,3,0,1894
2023-04-06 12:00:00,12,3,0,1796
2023-04-06 13:00:00,13,3,0,1382
2023-04-06 14:00:00,14,3,0,1500
2023-04-06 15:00:00,15,3,0,1436
2023-04-06 16:00:00,16,3,0,1225
2023-04-06 17:00:00,17,3,0,1162
2023-04-06 18:00:00,18,3,0,1129
2023-04-06 19:00:00,19,3,0,1113
2023-04-06 20:00:00,20,3,0,1333
2023-04-06 21:00:00,21,3,0,1574
2023-04-06 22:00:00,22,3,0,1394
2023-04-06 23:00:00,23,3,0,1523
2023-04-07 00:00:00,0,4,0,1701
2023-04-07 01:00:00,1,4,0,1669
2023-04-07 02:00:00,2,4,0,1880
2023-04-07 03:00:00,3,4,0,2047
2023-04-07 04:00:00,4,4,0,2043
2023-04-07 05:00:00,5,4,0,2302
2023-04-07 06:00:00,6,4,0,2070
2023-04-07 07:00:00,7,4,0,2273
2023-04-07 08:00:00,8,4,0,2279
2023-04-07 09:00:00,9,4,0,2091
2023-04-07 10:00:00,10,4,1,1636
2023-04-07 11:00:00,11,4,0,1854
2023-04-07 12:00:00,12,4,0,1655
2023-04-07 13:00:00,13,4,0,1366
2023-04-07 14:00:00,14,4,0,1352
2023-04-07 15:00:00,15,4,0,1345
2023-04-07 16:00:00,16,4,0,1172
2023-04-07 17:00:00,17,4,0,1175
2023-04-07 18:00:00,18,4,0,1247
2023-04-07 19:00:00,19,4,0,1231
2023-04-07 20:00:00,20,4,0,1372
2023-04-07 21:00:00,21,4,0,1375
2023-04-07 22:00:00,22,4,0,1485
2023-04-07 23:00:00,23,4,0,1499
2023-04-08 00:00:00,0,5,0,1166
2023-04-08 01:00:00,1,5,0,1388
2023-04-08 02:00:00,2,5,0,1477
2023-04-08 03:00:00,3,5,0,1636
2023-04-08 04:00:00,4,5,0,1626
2023-04-08 05:00:00,5,5,0,1867
2023-04-08 06:00:00,6,5,0,1726
2023-04-08 07:00:00,7,5,0,1746
2023-04-08 08:00:00,8,5,0,1730
2023-04-08 09:00:00,9,5,0,1765
2023-04-08 10:00:00,10,5,0,1725
2023-04-08 11:00:00,11,5,0,1612
2023-04-08 12:00:00,12,5,0,1171
2023-04-08 13:00:00,13,5,0,1133
2023-04-08 14:00:00,14,5,0,993
2023-04-08 15:00:00,15,5,0,983
2023-04-08 16:00:00,16,5,0,897
2023-04-08 17:00:00,17,5,0,758
2023-04-08 18:00:00,18,5,0,733
2023-04-08 19:00:00,19,5,0,717
2023-04-08 20:00:00,20,5,0,601
2023-04-08 21:00:00,21,5,0,816
2023-04-08 22:00:00,22,5,0,1136
2023-04-08 23:00:00,23,5,0,1317
2023-04-09 00:00:00,0,6,0,1434
2023-04-09 01:00:00,1,6,0,1520
2023-04-09 02:00:00,2,6,0,1448
2023-04-09 03:00:00,3,6,0,1535
2023-04-09 04:00:00,4,6,0,1551
2023-04-09 05:00:00,5,6,0,1724
2023-04-09 06:00:00,6,6,0,1808
2023-04-09 07:00:00,7,6,0,1682
2023-04-09 08:00:00,8,6,0,1776
2023-04-09 09:00:00,9,6,0,1718
2023-04-09 10:00:00,10,6,0,1502
2023-04-09 11:00:00,11,6,0,1295
2023-04-09 12:00:00,12,6,0,1438
2023-04-09 13:00:00,13,6,0,1174
2023-04-09 14:00:00,14,6,0,1244
2023-04-09 15:00:00,15,6,0,955
2023-04-09 16:00:00,16,6,0,883
2023-04-09 17:00:00,17,6,0,720
2023-04-09 18:00:00,18,6,0,757
2023-04-09 19:00:00,19,6,0,661
2023-04-09 20:00:00,20,6,0,732
2023-04-09 21:00:00,21,6,0,1020
2023-04-09 22:00:00,22,6,0,1021
2023-04-09 23:00:00,23,6,0,1128
2023-04-10 00:00:00,0,0,0,1625
2023-04-10 01:00:00,1,0,0,1790
2023-04-10 02:00:00,2,0,0,2063
2023-04-10 03:00:00,3,0,0,2067
2023-04-10 04:00:00,4,0,0,2015
2023-04-10 05:00:00,5,0,0,2286
2023-04-10 06:00:00,6,0,0,2372
2023-04-10 07:00:00,7,0,0,2232
2023-04-10 08:00:00,8,0,0,2222
2023-04-10 09:00:00,9,0,0,2175
2023-04-10 10:00:00,10,0,0,1784
2023-04-10 11:00:00,11,0,0,2015
2023-04-10 12:00:00,12,0,0,1809
2023-04-10 13:00:00,13,0,0,1619
2023-04-10 14:00:00,14,0,0,1437
2023-04-10 15:00:00,15,0,0,1212
2023-04-10 16:00:00,16,0,0,1233
2023-04-10 17:00:00,17,0,0,1261
2023-04-10 18:00:00,18,0,0,1089
2023-04-10 19:00:00,19,0,0,1210
2023-04-10 20:00:00,20,0,0,1148
2023-04-10 21:00:00,21,0,0,1307
2023-04-10 22:00:00,22,0,0,1314
2023-04-10 23:00:00,23,0,0,1424
2023-04-11 00:00:00,0,1,0,1734
2023-04-11 01:00:00,1,1,0,1771
2023-04-11 02:00:00,2,1,0,1901
2023-04-11 03:00:00,3,1,0,1990
2023-04-11 04:00:00,4,1,0,2405
2023-04-11 05:00:00,5,1,0,2243
2023-04-11 06:00:00,6,1,0,2271
2023-04-11 07:00:00,7,1,0,2105
2023-04-11 08:00:00,8,1,1,1883
2023-04-11 09:00:00,9,1,0,2030
2023-04-11 10:00:00,10,1,0,1871
2023-04-11 11:00:00,11,1,0,2022
2023-04-11 12:00:00,12,1,0,1757
2023-04-11 13:00:00,13,1,0,1622
2023-04-11 14:00:00,14,1,0,1352
2023-04-11 15:00:00,15,1,0,1219
2023-04-11 16:00:00,16,1,0,1261
2023-04-11 17:00:00,17,1,0,1159
2023-04-11 18:00:00,18,1,0,1261
2023-04-11 19:00:00,19,1,0,1284
2023-04-11 20:00:00,20,1,0,1273
2023-04-11 21:00:00,21,1,0,1429
2023-04-11 22:00:00,22,1,0,1469
2023-04-11 23:00:00,23,1,0,1483
2023-04-12 00:00:00,0,2,0,1680
2023-04-12 01:00:00,1,2,0,1842
2023-04-12 02:00:00,2,2,0,2042
2023-04-12 03:00:00,3,2,0,2076
2023-04-12 04:00:00,4,2,0,2075
2023-04-12 05:00:00,5,2,0,2279
2023-04-12 06:00:00,6,2,0,2238
2023-04-12 07:00:00,7,2,0,2337
2023-04-12 08:00:00,8,2,1,1841
2023-04-12 09:00:00,9,2,0,1949
2023-04-12 10:00:00,10,2,0,2067
2023-04-12 11:00:00,11,2,0,1771
2023-04-12 12:00:00,12,2,0,1729
2023-04-12 13:00:00,13,2,0,1589
2023-04-12 14:00:00,14,2,0,1454
2023-04-12 15:00:00,15,2,0,1329
2023-04-12 16:00:00,16,2,0,1101
2023-04-12 17:00:00,17,2,0,1116
2023-04-12 18:00:00,18,2,0,1312
2023-04-12 19:00:00,19,2,0,1259
2023-04-12 20:00:00,20,2,0,1457
2023-04-12 21:00:00,21,2,0,1242
2023-04-12 22:00:00,22,2,0,1446
2023-04-12 23:00:00,23,2,0,1686
2023-04-13 00:00:00,0,3,0,1643
2023-04-13 01:00:00,1,3,0,1780
2023-04-13 02:00:00,2,3,0,1920
2023-04-13 03:00:00,3,3,0,2009
2023-04-13 04:00:00,4,3,0,2186
2023-04-13 05:00:00,5,3,0,2004
2023-04-13 06:00:00,6,3,0,2364
2023-04-13 07:00:00,7,3,0,2086
2023-04-13 08:00:00,8,3,0,1921
2023-04-13 09:00:00,9,3,0,2052
2023-04-13 10:00:00,10,3,0,1912
2023-04-13 11:00:00,11,3,0,1811
2023-04-13 12:00:00,12,3,1,1431
2023-04-13 13:00:00,13,3,0,1635
2023-04-13 14:00:00,14,3,0,1618
2023-04-13 15:00:00,15,3,0,1277
2023-04-13 16:00:00,16,3,0,1344
2023-04-13 17:00:00,17,3,0,1287
2023-04-13 18:00:00,18,3,0,935
2023-04-13 19:00:00,19,3,0,1133
2023-04-13 20:00:00,20,3,0,1138
2023-04-13 21:00:00,21,3,0,1391
2023-04-13 22:00:00,22,3,0,1483
2023-04-13 23:00:00,23,3,0,1606
2023-04-14 00:00:00,0,4,0,1669
2023-04-14 01:00:00,1,4,0,1808
2023-04-14 02:00:00,2,4,0,1947
2023-04-14 03:00:00,3,4,0,2013
2023-04-14 04:00:00,4,4,0,2210
2023-04-14 05:00:00,5,4,0,2075
2023-04-14 06:00:00,6,4,0,2121
2023-04-14 07:00:00,7,4,0,2195
2023-04-14 08:00:00,8,4,0,2096
